,F1-a,F1-also,F1-and,F1-ask,F1-at,F1-bags,F1-big,F1-blue,F1-bob,F1-bring,F1-brother,F1-call,F1-can,F1-cheese,F1-five,F1-for,F1-fresh,F1-frog,F1-from,F1-go,F1-her,F1-into,F1-kids,F1-maybe,F1-meet,F1-need,F1-of,F1-peas,F1-plastic,F1-please,F1-red,F1-scoop,F1-she,F1-six,F1-slabs,F1-small,F1-snack,F1-snake,F1-snow,F1-spoons,F1-station,F1-stella,F1-store,F1-the,F1-these,F1-thick,F1-things,F1-three,F1-to,F1-toy,F1-train,F1-we,F1-wednesday,F1-will,F1-with,F2-a,F2-also,F2-and,F2-ask,F2-at,F2-bags,F2-big,F2-blue,F2-bob,F2-bring,F2-brother,F2-call,F2-can,F2-cheese,F2-five,F2-for,F2-fresh,F2-frog,F2-from,F2-go,F2-her,F2-into,F2-kids,F2-maybe,F2-meet,F2-need,F2-of,F2-peas,F2-plastic,F2-please,F2-red,F2-scoop,F2-she,F2-six,F2-slabs,F2-small,F2-snack,F2-snake,F2-snow,F2-spoons,F2-station,F2-stella,F2-store,F2-the,F2-these,F2-thick,F2-things,F2-three,F2-to,F2-toy,F2-train,F2-we,F2-wednesday,F2-will,F2-with
F1-kids,0.5367140790320081,0.49217234665193815,0.2412587396186748,0.5845760924501808,0.41774349923528165,0.5867667677975418,0.42315998206038596,0.22058217954576267,0.6349809807748353,0.4386761735360324,0.549271148151373,0.503703441957528,0.18657542055003432,0.11027778695558726,0.5210611492038165,0.3091643493837591,0.6344646906196626,0.6246473649492683,0.16071555571554103,0.4656416016747906,0.4727789077618461,0.1454379685950842,1.0,0.23955827278173195,0.2976568788400986,0.46795796194415507,0.2708138688973437,0.24564022801167465,0.5611274769533086,0.2525867758020292,0.7111262453820982,0.34944726031144996,0.11974701312574496,0.4053639827954521,0.5990582870331275,0.5022995499462636,0.5349021709652136,0.39381147690701523,0.47359511295576023,0.36752037471248256,0.07130774365693411,0.35998597122707515,0.40224230675972433,0.34599956730861486,0.29014153396702025,0.3577506410812399,0.3957866896458151,0.35976020041686974,0.17899466794109448,0.5448994575414355,0.3196900168405555,0.31404775911709115,0.5804424364291346,0.4228928734634046,0.44451029813009796,0.45311774556051404,0.3596743879150585,0.35329681040162225,0.19506700924300618,0.3492923942776379,0.16707445683506542,0.4306525991455068,0.3722816677245991,0.44313753101437264,0.3651901126905354,0.4787186413286516,0.3822851295627002,0.316900291521679,0.4365713836013313,0.5004532818794247,0.3644775760268025,0.3848344015039622,0.5355089156083161,0.22269870807069303,0.3244484663909208,0.39747282083894636,0.36516805036164623,0.20046714374043564,0.4617715450588522,0.2869789787912782,0.2760965611347394,0.35406706917307806,0.42677512054591277,0.3402374055684918,0.3815948920755794,0.25843154239097793,0.3403450774656213,0.42311061386965015,0.474055479361757,0.2062569588914514,0.32544372416713635,0.2924448266812282,0.3327540666704859,0.4267556688166543,0.3479149968458876,0.10380945528319815,0.33402723900257003,0.2580912474919132,0.49024992714633797,0.4110570970903292,0.34588732536641875,0.4787588422322368,0.4014604050710945,0.3622596372305826,0.5042155301276146,0.43077423242095625,0.4547563576392515,0.22910787874785013,0.1845112239909956,0.3409966917328139
F1-maybe,0.352312156006291,0.31803165284813,0.20058267087309303,0.24125698707643145,0.20437445392760895,0.29262695338070865,0.16312722081942232,0.09622800852055896,0.2690553234758027,0.30520375259253024,0.2714203685516898,0.26064591780309254,0.13396757313895424,0.11154174667956272,0.2743792071506014,0.34053624154747697,0.30758044769865994,0.2794788539961138,0.21977217598797733,0.2957077974679527,0.31408441496284034,0.16817276317799187,0.23955827278173195,1.0,0.1629350031254693,0.36973502618710913,0.18445523857819066,0.09891894495154353,0.28074855073043004,0.24298496204130493,0.2851940057479019,0.23465572630194578,0.04554794608012627,0.23166777327439655,0.2640504542897968,0.24172138934029452,0.2935172016048524,0.5136149565252003,0.42871976707211884,0.20643279319705077,0.045230677670599455,0.17200680873481985,0.2924768518828762,0.19346419903178821,0.20666377593583948,0.21924435904566036,0.36833751287746325,0.18210775173159113,0.1062603940200174,0.3631750729220436,0.44809700635246247,0.281657832088626,0.24046526724244618,0.26187876908017466,0.11849340607087387,0.19108948041508225,0.1084890656649131,0.0971621643051003,0.08969638689592094,0.16814102597128353,0.0537670640927098,0.2397908679710014,0.15386655593930132,0.10939923760384701,0.11662225608084624,0.13372646209891775,0.13831259692843267,0.1176144228322942,0.21018368798524809,0.13777708818571083,0.09439983541066208,0.23621855114922685,0.10904385121565803,0.1223472117527623,0.13245500122774817,0.13829918265731123,0.2048397836457144,0.23871153777423393,0.1581490167950974,0.11394298772189401,0.11807045565474057,0.16402311911307219,0.22821100548018075,0.105144733090799,0.09872559959641564,0.193305179637884,0.18555222221349035,0.22030887714620373,0.2728948561892337,0.1291479174687101,0.16146881543582484,0.07873891658963142,0.0714655017639206,0.32533469670651244,0.12688247906531716,0.08884928635132174,0.11515501426184659,0.04335947562145789,0.16460590314019813,0.15440464160537662,0.24221069877872475,0.1783778450766454,0.1686545000849165,0.17010049858038168,0.10740522444607249,0.07913237880521541,0.13012362258501384,0.20092688291596567,0.02739172598479185,0.17639771845839444
F1-meet,0.28152634901537915,0.24779154268747683,0.12922693493596743,0.24979037982556798,0.21802840557141398,0.2427809017233162,0.21305089041043196,0.26089769494447945,0.2840514230976171,0.17526195559976834,0.27557012906058515,0.18159089118893076,0.17506184118845688,0.42939620237045123,0.2914623329069483,0.19450986005248386,0.31144034031899076,0.2586587717768039,0.06619452242722694,0.40735783663360714,0.2214956692694054,0.15832136813635356,0.2976568788400986,0.1629350031254693,1.0,0.3775025626513929,0.14788415483128745,0.21096687516529544,0.24467325877426224,0.28184552530381174,0.28661748918132096,0.26055738573076526,0.07335383302830996,0.21625455473581306,0.257087770744912,0.27087276674552524,0.2589582583068977,0.34756788979339176,0.30940945929972063,0.18340875612300758,0.0961369285265008,0.12332595971426064,0.19276547786728268,0.25398852770055674,0.4116784482269377,0.2755435056367626,0.3430040226314293,0.2461598342375773,0.1261811059561202,0.2695829240707822,0.3365827488543099,0.6039290002860176,0.2795806696275811,0.3261404850721275,0.22890982721588612,0.2099788114575186,0.28746855045681374,0.15547565241243927,0.0645016270812132,0.1465436016035085,0.08834552294337646,0.24498591946365736,0.26057900316348614,0.2507259760267937,0.1521014455483403,0.2375182699420026,0.16545914971449688,0.11369408543804757,0.21825554888260262,0.36517245642032753,0.1615090296590429,0.1923659710296357,0.22356121280715702,0.09927992059067552,0.3238997266761913,0.22834465055544775,0.21399186706591608,0.1428828471804077,0.17470134490184724,0.20555447382709183,0.03685760714549256,0.10957282312976331,0.19071275218981784,0.14802570960253797,0.14786248404009222,0.1596963839813007,0.15680692828411769,0.17836772719563004,0.2750652227809039,0.09948252501890509,0.1541736771510575,0.1347702127451145,0.12074528844772427,0.2944408989946597,0.13383054414518478,0.066048973874692,0.19274261794671932,0.22023887769220438,0.25572015416458205,0.15755581366023186,0.1976008236199628,0.21909811068255042,0.16099259381191025,0.1773388365561055,0.17314533208994964,0.12662828707742277,0.21425147358833432,0.14147332793240064,0.19410923904868427,0.21329895785154712
F1-need,0.44214291736577965,0.40142960994146387,0.13859980448609163,0.37684503724417157,0.27359447092395456,0.37358675721695894,0.21683758309983953,0.1220781471716278,0.3910140197420172,0.36930644524373374,0.3802508095517569,0.3535223796243614,0.22313521181188067,0.08636812202615819,0.3415888907104489,0.31358820912466995,0.4315676741481459,0.4154433227338275,0.07865688556619696,0.3884564898231701,0.3525866541125687,0.20256715492944308,0.46795796194415507,0.36973502618710913,0.3775025626513929,1.0,0.2122473030299993,0.2102378982842908,0.3576696743280615,0.32356024973823333,0.4627922620315817,0.26455853741713287,0.12642048675972206,0.2253909657449441,0.3914551146667619,0.3861595014286239,0.33951586287750546,0.5055021104743369,0.3914440714055713,0.28074620282484336,-0.0059721562030390345,0.23108688919818807,0.2622904920275392,0.29312853045752624,0.3406346381921576,0.27445059241289127,0.4638093905293251,0.2321200251495134,0.14518851320583975,0.4288747819236898,0.4199481509514319,0.4572540507830348,0.4177053758767113,0.3660476667136878,0.26651646428458575,0.31466815662850933,0.3483700670255285,0.23433865684785324,0.1022410332662509,0.2648808881904381,0.10772777966788345,0.2944012005872,0.2358615834824578,0.3274101931421803,0.22406503114157922,0.364299445198542,0.27487833019924357,0.28041367044342347,0.2716698905923592,0.3004246119934973,0.25197274835385264,0.3014225837218808,0.35648814334238416,0.10763296149560536,0.2773259125098898,0.3037291917748844,0.28627669218537,0.22480259800586289,0.29350021107648105,0.26694718547939567,0.20194644552616722,0.21161173290764662,0.3071222057041555,0.19676497319396175,0.2015672172607228,0.22550514788403522,0.32061207229871547,0.30654533862287964,0.32982583004120103,0.15379469111001262,0.21460980050233225,0.18186782555602668,0.2336070765124433,0.3080043461467496,0.2373745033242897,0.02506391449733702,0.23837574724045357,0.08603463101950713,0.32174627215240176,0.23698633270823627,0.29265217766364615,0.2972632613131904,0.21125108944177823,0.24543891237820264,0.3151870537715722,0.16931663551047696,0.2631669898197548,0.19633579434255147,0.07247028360748665,0.22019107618510092
F1-of,0.3840716079358419,0.1876280081446429,0.1681047723049088,0.1866671392611411,0.27091365105777354,0.24326333676283257,0.34725300594871494,0.3144179690762843,0.2588969905546933,0.4042227018313167,0.3084278231207253,0.2456542863025389,0.10260632688403681,0.2640281695212584,0.25791385867412603,0.31258051128338854,0.44052894731458614,0.2599809473154903,0.22175768973772347,0.3889576122504243,0.3987864909009476,0.3961769854302418,0.2708138688973437,0.18445523857819066,0.14788415483128745,0.2122473030299993,1.0,0.29431550621944796,0.3010821442453749,0.17128315328964827,0.3219728239227088,0.28899159590479706,0.27693422365495934,0.4560464638435072,0.2687116343786124,0.22037196969663606,0.2207683590831572,0.24023301925811266,0.3143945581098211,0.3463639017609517,0.08826731289651622,0.22235997567808935,0.2294198038303455,0.3993637608029361,0.30065075687595066,0.30795393444438746,0.3001130705866082,0.305405991097558,0.30389749683850226,0.3078578785833855,0.22202103236022397,0.2533547598410261,0.23674095225565625,0.3141841799333951,0.2671498503454681,0.18669918914480724,0.12228039185437409,0.12944108113476407,0.07837789353551047,0.0650604636037346,0.09422025608210612,0.22901803984603092,0.2501038682084086,0.18875304667132117,0.2031578596349634,0.1804277972767032,0.15594995097359976,0.13787136472098907,0.15614492535012636,0.18817535078248793,0.10963461340973481,0.2888817971836153,0.12883602518519258,0.07736829176551173,0.20550294078439005,0.14151642987388785,0.3496689087536756,0.16279204072738643,0.13301165695991304,0.05987350153187116,0.05748407528213702,0.5865866241056165,0.14910191769401457,0.14719328337892107,0.13022790034883858,0.1634953298347042,0.22447596752301013,0.2407536126678142,0.29822299849781464,0.12349093591376407,0.232551457490607,0.1188410691778509,0.0897725774586478,0.1839268509923206,0.23134041095097316,0.10761222183426294,0.17955748183766554,0.10343823325910799,0.31976372264166897,0.15815547610915778,0.19877252782707033,0.18693560040655327,0.2342319756886922,0.2536405651647367,0.20130380018373134,0.07771999048904701,0.2207499470359106,0.17254253379482748,0.19674907190314075,0.22243653720640877
F1-peas,0.21077511871385515,0.11370078752942243,0.05703205458651723,0.14995069438471328,0.2086718706877089,0.1632177352859994,0.06226248644466932,0.2928454772834366,0.15971295926244694,0.45562524145358985,0.15479292315503995,0.1251548747051534,0.20528737715970094,0.3672626782006293,0.15308340391845343,0.24496293592654825,0.3839102136189004,0.20181904490763408,0.09582273322348211,0.4551668745291156,0.3263377590566309,0.3730710202047645,0.24564022801167465,0.09891894495154353,0.21096687516529544,0.2102378982842908,0.29431550621944796,1.0,0.14809750824063506,0.09450626570856183,0.21000273615069423,0.09883863909790622,0.2590299798897796,0.4039969220202136,0.19950429685233184,0.16892857609952638,0.15839712466240477,0.20641691509038743,0.355190311810128,0.3510762702920574,-0.05196464166073533,0.12363970883439879,0.22729911316935683,0.29113982371491315,0.18900518500329375,0.08792709407434955,0.1395785382395711,0.055489839646550056,0.2581279876569178,0.1697495788873927,0.20835615546963487,0.4095872278054448,0.20002046589811528,0.3566096500278089,0.1782276617809828,0.13528232383232072,0.14428159261149548,0.12100118594514586,0.027542323380526722,0.06932144138930442,0.04689049300453907,0.15118823355470704,0.24417477249865682,0.12782846851971652,0.1098655427593133,0.1543784071785871,0.21013533876161206,0.15744731302542853,0.10743452980301624,0.18237670788465482,0.1564752535827012,0.1696734739261854,0.18319795377957354,0.11518261239172638,0.31160130660710333,0.18761602270749037,0.2861135725970233,0.08422209111970633,0.12687453276149807,0.03572739284412123,0.04157669369230726,0.2647558706542936,0.17991368993785647,0.10584444663233329,0.07803417558588611,0.12100248345841226,0.1734687317272068,0.17636892501013615,0.2660255322329295,0.06537133046413537,0.131167623370282,0.06941175068529304,0.0315537643873525,0.2548489574622392,0.16030373424696448,0.02695150148967625,0.1175519430717443,0.17273562305254814,0.2429912378969115,0.08115542188591277,0.10451829085689777,0.1261539979337285,0.08410390370668798,0.22619468431313539,0.16988737360713926,0.060685248010598235,0.15167122831704455,0.10088904119516111,0.23581540109754429,0.18139555235223534
F1-plastic,0.5809491437932804,0.5759572676206007,0.33618118047731854,0.7423362436140089,0.41582722084624296,0.6475734330005931,0.359372819459502,0.1953192356438599,0.6236894496756599,0.30817954450280116,0.60790676064631,0.5410265941591542,0.14643614020824083,0.1919256442553951,0.7041518876071305,0.3622568704681609,0.6981443541606255,0.6350255617187166,0.21277361364698086,0.45986570720898434,0.4732598765629465,0.23955333568258824,0.5611274769533086,0.28074855073043004,0.24467325877426224,0.3576696743280615,0.3010821442453749,0.14809750824063506,1.0,0.3082403822207722,0.6709142411887635,0.3409782889662684,0.1544572805409932,0.4208089458595326,0.7314433227528991,0.49424096072637175,0.7022877764459368,0.3888280831523573,0.3988031528886188,0.23340582410344585,0.08384991029024967,0.36941922385307735,0.3710804626754585,0.30271094144093724,0.3907976948649162,0.41500943723986405,0.47124676133973775,0.3637209488446295,0.26901872189198495,0.4781091217798365,0.3673493989316423,0.26673552200168277,0.5435748877084262,0.26398897719108405,0.27084178216924837,0.4600945380649252,0.3080471278192313,0.3860482521813668,0.1672770717706743,0.2739091702532067,0.21928382701507707,0.5312534921705124,0.301971270675424,0.4027247498784466,0.36789081943706275,0.3839605324677771,0.2810930808962304,0.3547069432735856,0.4865600944196726,0.4206413130779611,0.36832289274288543,0.39852820290742313,0.35383304000323473,0.18137189591121441,0.28931818946574817,0.3461755552854986,0.44177481623902315,0.3553617543694702,0.49875557726646563,0.32849772638001734,0.3364908691090487,0.334948752602863,0.48707706627187325,0.3123814603796171,0.4349109757350634,0.30547114990951074,0.30294314052857135,0.489153811766905,0.49277225767006616,0.2368305194303865,0.3641797960356028,0.32679718626237936,0.374976110040308,0.39752024610147957,0.2835521014687737,0.15397598096723283,0.3608398074886071,0.18499798770127096,0.43592956156636214,0.4868332359896693,0.416987396268775,0.5124889101254184,0.44532753505887246,0.4051559152050638,0.34273250401561106,0.40552974555064264,0.46660417523424674,0.29987098443788546,0.1360827737991982,0.2872972377416958
F1-please,0.38962982786174466,0.3620873195552925,0.1474744327612801,0.12496527484074484,0.1165634708395773,0.22221632780952116,0.4923602350230362,0.3058643866901645,0.26982375543658255,0.20703639260378365,0.3581204674617135,0.2636362436200363,0.12715066485471802,0.3212649629217823,0.2941793072141113,0.2753381725001425,0.33885352719668593,0.24749530012576298,0.1155155903102557,0.2755545332823312,0.3803241108718431,0.2008411563130227,0.2525867758020292,0.24298496204130493,0.28184552530381174,0.32356024973823333,0.17128315328964827,0.09450626570856183,0.3082403822207722,1.0,0.25620218293361124,0.5522175565025493,0.04967962941448131,0.4432972612688708,0.2918088994792004,0.1979595761519799,0.2795268751250851,0.290500591633324,0.26997071225424285,0.21754652792161913,0.17910235363730725,0.18146874553816297,0.2561171115794552,0.22352981491265747,0.6470337651972433,0.5275415837129964,0.49544703434329423,0.5057647272024213,0.3150449420597753,0.29167078234189947,0.33252794554454423,0.2206141739001988,0.2622521702778672,0.18741259204622449,0.1734279249060037,0.19650035274017008,0.31500655639469105,0.16265704503870287,0.10000713048821155,0.22215142842139352,0.1897546518275677,0.27768988964560826,0.20440683063361514,0.3444536430441847,0.10115563029036337,0.1490007671329891,0.2915843938852062,0.20213087711901437,0.22983992394234184,0.1827365711588332,0.13672346828120074,0.20691406619535047,0.15942540477287334,0.06744682750064064,0.14946059803515685,0.12195210140649662,0.2288469013741217,0.21915960021040937,0.15223161818079606,0.13581163490547643,0.13655977148537649,0.15876984725876575,0.19615043104138208,0.17000937519928078,0.20759736985568933,0.16884104332567676,0.21071292632385735,0.20545927647725848,0.299541261633186,0.15641732830538968,0.15594833440236033,0.19145386317101065,0.1088426031428849,0.21566265832835257,0.1447015231518039,0.16922728382017174,0.26164069894237135,0.17547782616442506,0.1476956154546289,0.2212794875604165,0.2693999192229377,0.23501599648248953,0.23034298122581368,0.20638328421875796,0.11070457318572831,0.13384812809950383,0.18101564972233497,0.17874029771205568,0.09133580806732552,0.11946283855985092
F1-red,0.5388786247852876,0.5462762806400548,0.3063930109153865,0.6425758065926939,0.4784869739812178,0.645461033282744,0.3356126338783259,0.20370238283728528,0.6330893287982509,0.4109404920792503,0.5924839900120844,0.5092910273433253,0.15210817282615177,0.14764231175333656,0.6336462855480335,0.328262539963622,0.7753055300503325,0.6856289389291387,0.19152625780138532,0.5035217525123705,0.4618755089982264,0.2184063138105114,0.7111262453820982,0.2851940057479019,0.28661748918132096,0.4627922620315817,0.3219728239227088,0.21000273615069423,0.6709142411887635,0.25620218293361124,1.0,0.29190644578142316,0.14792235696341854,0.3671647248259975,0.7256484056404757,0.5161029461283264,0.6062429305320096,0.44448750901268275,0.4847538214290576,0.3123033200504696,0.07379245832196765,0.37071548558504885,0.40662091391983324,0.33160826703030094,0.30376559095843253,0.3740803539979611,0.42508821506306493,0.3161146594221399,0.21111165138216342,0.5577406320144427,0.3626344919163062,0.3053348343110794,0.6649651319043384,0.3568738146683687,0.35497258525451747,0.4625106751720571,0.3093069074396803,0.3349248187644969,0.13988273434543455,0.3270312091287166,0.17226676570467,0.5028435473876088,0.3699385983634431,0.42788484154730433,0.3458488395196106,0.42288681366191094,0.30849448504559457,0.2837155578094478,0.4158047889698872,0.42803222317861034,0.39282661115047723,0.3089696482805507,0.46143718513505616,0.18289325167372894,0.3136138418861242,0.3887810136373649,0.3977664774367057,0.27152151168850497,0.4565530932807082,0.34348668597989696,0.2724240864774886,0.3526526499680235,0.4260634870882565,0.2720075913399626,0.3956044794096042,0.22762428184761285,0.31685702655600895,0.4612079786442746,0.517591773465249,0.1777455771580016,0.31839777698605437,0.264099934865039,0.34362910835562405,0.44365819504520004,0.3197422734084198,0.13799915223007472,0.34559778533441005,0.20137529934725182,0.4658610291985624,0.4246319774826166,0.38117041653344963,0.4878814099305322,0.4173473175672652,0.376051783954478,0.4497459868068015,0.38630316009112214,0.47475270069228753,0.22531324338730163,0.17906784484216218,0.2967885984495376
F1-scoop,0.44535376228895496,0.3771137046355447,0.25348057775883115,0.19796141113537707,0.14569016997464412,0.27348433154384916,0.7670765574420957,0.46040608682364875,0.33601850190229055,0.4106290194652275,0.38012418426952516,0.333146792529642,0.14324558910363938,0.3226472314261243,0.31924157778176243,0.2513679877847549,0.358943063203018,0.3152760880781714,0.17306335457367192,0.3122387507569698,0.4965886894207845,0.18655003275177692,0.34944726031144996,0.23465572630194578,0.26055738573076526,0.26455853741713287,0.28899159590479706,0.09883863909790622,0.3409782889662684,0.5522175565025493,0.29190644578142316,1.0,0.09716754218645139,0.6985208000759673,0.28236227149440707,0.27754692754277027,0.274664416583685,0.2685905379183121,0.3008912066566758,0.4363886521164868,0.16788819950227146,0.21851252900468884,0.35126591922237244,0.35522317660951447,0.6542933882377516,0.5586446975146379,0.4963823654119664,0.7706131957124256,0.29291324831940907,0.389049882101433,0.2740105380263407,0.21099441319023476,0.2516154903915995,0.2716049964862597,0.3559957234393892,0.2075635064643172,0.32651310982488874,0.21005724600684156,0.20582257431441103,0.1879971011908663,0.1698142553660958,0.3344113189452135,0.25667243111480653,0.3291128886656012,0.1781864112649958,0.15597250919126623,0.23106081407207302,0.16180441007808458,0.2248206031597864,0.24007063220068253,0.12830363151472393,0.23723757024710523,0.15798577853350199,0.1262586115947692,0.19095582570388858,0.14013421492816375,0.24022883524657962,0.22318577473467582,0.15343433065592768,0.10899871869525728,0.07725818360690064,0.26909005755108967,0.17235532374851922,0.1736132738564973,0.20843492863303578,0.17411750295047285,0.30017484958381957,0.18887797695040265,0.3678587370072502,0.15894853224523475,0.16081865537778708,0.14986458021562482,0.09312774680714149,0.21317911031498654,0.25248639438504006,0.11411610190503114,0.27983807476065686,0.29017960452322195,0.278715257326606,0.18458565274066233,0.2807943442046281,0.23923761077652006,0.21699382554565222,0.14169849888388067,0.2349334928012306,0.1260167418747672,0.19950445590894794,0.17541173419500122,0.20385709031687704,0.24172547663976368
F1-she,0.08562964322105297,0.08513381821669502,0.13769469811624044,0.10876404348419212,0.09261905034892665,0.14838079896396825,0.0872044222121907,0.13775762614897483,0.12867777484850693,0.245795529379217,0.1244021004517329,0.053951697393681,0.028086695395015487,0.15008903102218446,0.1125835404672314,0.23604649673311925,0.2650281136545678,0.13502203225970041,0.08978842587952701,0.30459495649804197,0.19879664352004378,0.27148019839064746,0.11974701312574496,0.04554794608012627,0.07335383302830996,0.12642048675972206,0.27693422365495934,0.2590299798897796,0.1544572805409932,0.04967962941448131,0.14792235696341854,0.09716754218645139,1.0,0.20073477536339276,0.13394348618904867,0.1310642568392779,0.14968547866252727,0.1093121505773701,0.20182602921518975,0.23328749078324368,-0.026266468408964218,0.049734503123396036,0.11946396820585745,0.15303931365996118,0.08461480423051608,0.07590188510378394,0.11657068286260408,0.048400188374647775,0.12804687795842,0.1581249676000415,0.05118351245535889,0.18752834313281933,0.12472176818162584,0.24017791020250684,0.02070453379563434,0.09745002322564553,0.04114199100595306,0.1289025323145348,-0.009162203128881977,0.07340264876760545,-0.02154140301254826,0.04869813215169258,0.17437718141723155,0.08983067111036408,0.09946035261889713,0.11511382304051014,0.08142677735624339,0.05753305041160455,0.13951203886400784,0.04460656783421137,0.16067917525031222,0.1233594098035153,0.0362473689369395,0.05541186832621025,0.18715895611949135,0.16822482913390444,0.19118429816903812,0.07117521706093932,0.1372467531374368,0.12718693644906384,0.11386892430385957,0.2500512977849552,0.15252179726794549,-0.018461570866863595,0.07466975546393978,0.05607371625942525,0.18709366839007302,0.41592744371625007,0.12547506929710384,-0.019367400343062505,0.10622272287922596,-0.021260163553717716,0.07261718793081814,0.1833727337878179,0.16709647228654034,-0.03450717300435426,0.04811171898448618,0.07363898081242413,0.14985197372380632,0.0832117650335535,0.11355693877180154,0.09929473436823545,0.03988476708109071,0.13666166504453986,0.1465531289207834,0.08771206735611993,0.08943008061579116,0.051313161750130155,0.18489234835428506,0.05079442006344482
F1-six,0.46417462358064404,0.3549249112017199,0.21960292920861058,0.27672243864271967,0.24862097654214038,0.33159126348448276,0.7031961985935499,0.5777562919377404,0.36885072771219596,0.6115534127007077,0.3983034820888266,0.3105248853246139,0.12817739715623472,0.5095603247966625,0.37079873863475116,0.289442566279057,0.5811825290671649,0.3699419905591856,0.21894794844496093,0.427715816039868,0.5635406666990868,0.3610542693359374,0.4053639827954521,0.23166777327439655,0.21625455473581306,0.2253909657449441,0.4560464638435072,0.4039969220202136,0.4208089458595326,0.4432972612688708,0.3671647248259975,0.6985208000759673,0.20073477536339276,1.0,0.38933648095147705,0.2985640124087645,0.38601774362928626,0.2424636879457579,0.39603786816288195,0.4587269914132684,0.15077604051765311,0.26231899517200685,0.35814424240730874,0.3761551113861423,0.5428272242379553,0.5295779118382656,0.45593975411262955,0.6530744018481435,0.3582067834583015,0.3453682726912842,0.29352089430437156,0.2892426646445764,0.33063461526872034,0.2864855472164707,0.31317788026342575,0.20312419866107362,0.2592757954526047,0.2049182156161635,0.1337868756629181,0.146350212067975,0.14989220663681588,0.33240223098008326,0.34086140901437684,0.30636548034180816,0.2135177560928955,0.15051417757008645,0.24436636120359342,0.15990643971160373,0.27759275084276025,0.2564243156052435,0.17059818323559334,0.25809715689848794,0.1939542306840944,0.1374852045762094,0.21156055483170016,0.18008071719261975,0.31863697226346194,0.20082974868322095,0.21742598135613309,0.151885783315703,0.14263820374278424,0.3668425776139325,0.25049858697013944,0.1619412117188917,0.2370662509866887,0.153340006422472,0.2673328013980385,0.224542005601067,0.38829554873057026,0.12041651110418666,0.20145555525588363,0.13867055071840453,0.14653195041659306,0.23634726849870136,0.2439807382505309,0.12013494484784615,0.2857695258554885,0.2869940720602492,0.3059566534130242,0.24000582200353743,0.2586548997710256,0.2774223534880605,0.26793423882033546,0.2458885587562234,0.2094520053062328,0.18655202410742133,0.2574265900567069,0.17978648357864502,0.20757256099718094,0.21528736243954277
F1-slabs,0.49832332374332255,0.5266148498960749,0.36378611602477046,0.7248657266723978,0.5121876940017254,0.6981075024116278,0.27882328154824065,0.1597676719896752,0.5929285892707891,0.32744290571494195,0.5842656526850495,0.4518966227792265,0.1289547922174374,0.203866496474768,0.6647888796634615,0.32849191173933884,0.692460788181386,0.6842103908418856,0.17120085900651638,0.4519992397647484,0.462476095651429,0.22805441817146255,0.5990582870331275,0.2640504542897968,0.257087770744912,0.3914551146667619,0.2687116343786124,0.19950429685233184,0.7314433227528991,0.2918088994792004,0.7256484056404757,0.28236227149440707,0.13394348618904867,0.38933648095147705,1.0,0.4596653371228618,0.7249562112274841,0.4473480760002796,0.41421216328017657,0.23219224941889713,0.10982611064306269,0.39079921338178314,0.38859977089008474,0.2898722074684554,0.3286410623546207,0.3964456502912556,0.43363991012713593,0.29141558296195896,0.1664382929179018,0.4890190307505583,0.393834564335978,0.2533349104777937,0.5927313552518396,0.2533175343097775,0.3062383175659639,0.4532910660413203,0.27308481031810306,0.3172422548520005,0.10137959007008461,0.3226710104629861,0.16854957255620392,0.5289839845614247,0.37100330506883156,0.34452119442601203,0.3067232342302223,0.4173499992173851,0.27524675538253823,0.32766377401553987,0.47921167501813733,0.4098299526287568,0.3706973404248282,0.3558878015292791,0.43819962947261726,0.1390168866805206,0.32504332717633244,0.3860961994899341,0.43496829054519026,0.3904445804416162,0.4645648313294668,0.3605872609959387,0.32768897246730416,0.32193245088251954,0.47185544493674625,0.28274163990902,0.45671896044686316,0.29366591963339833,0.3565320337371108,0.45028338391769374,0.5433192725541028,0.21310175973677312,0.3316442602763696,0.2856241082344847,0.34017418223816676,0.44719621695159995,0.3387161606019605,0.14672004455748439,0.35519853126794687,0.20197635950179213,0.4393146813789392,0.4679990351535286,0.4351294259990397,0.5539747495785318,0.44462816570706937,0.3818126271504012,0.4056791401364267,0.3718165901560429,0.4321672154460491,0.308065088866903,0.12450479893477463,0.31513663788346963
