feature,mean,iteration_1,iteration_2,iteration_3,iteration_4,iteration_5,iteration_6,iteration_7,iteration_8,iteration_9,iteration_10,iteration_11,iteration_12
F2-she,0.10936303183872796,0.11145524372960437,0.20009899301362036,-0.1764467072110464,0.044193749112285456,0.06753118442182626,0.06468811935720661,0.30781255099979155,-0.005578250058596451,0.09731899372352534,0.3062468446010775,0.050716069281379034,0.24431959109406193
F1-in,0.10282095971622852,0.2829457171473948,0.4423437908008236,-0.061998665795792364,0.058805213181127504,0.5376061175683475,0.03829681676588494,-0.12177828595369118,-0.12932119910230844,-0.17961410720489682,-0.04765261025860039,0.4584545677909951,-0.0442358383445423
F2-ask,0.09113830919938964,0.17921404380786912,-0.012941854425385898,0.1717672293326974,0.05801237674996789,0.3211644891266149,0.040048692647336535,0.28392065474545036,-0.41475735460405433,0.4147144606886699,-0.1696614336751696,0.24812639271737977,-0.025947986718700137
F2-in,0.08486632691212798,0.4694887622242205,-0.012877288960022324,-0.022651582793889666,-0.009358618012650878,0.16603359498448536,0.187469339250266,0.05169995799806664,0.13251282280067447,-0.029601538063865326,-0.0014593375612870572,-0.03734879883875825,0.12448860991829645
F1-to,0.08048895012339176,-0.11730769483629727,0.5171016564141909,0.06349614919060548,0.08491343270300394,-0.1084524376144399,0.39652539541281656,0.037463353238027464,-0.21719573500050732,-0.026105225746676532,-0.031211515555051278,0.09518050838852794,0.27145951488650105
F1-like,0.07348908346398632,-0.03216406017719043,-0.28400560666733543,0.26538229967561944,0.0693044252003923,0.02581768474782593,0.4313296589034746,0.38237917398397514,-0.36520173746024276,-0.011984780219145633,0.06598044204358232,0.04106612037210436,0.29396538116477616
F1-rag,0.07241109294784366,-0.06536028107603754,0.11057702166897881,-0.17855343243583982,0.04533404222619046,0.21475695010996382,0.28061489887904895,-0.05094287128555441,-0.027887305416637604,0.22088203461166064,-0.2273673370757388,0.48908497471909423,0.057794420448995146
F2-rag,0.05425706828377527,0.05012446761689788,-0.1787637561918044,0.3403609776351207,-0.027928242345265274,-0.27850089281764945,0.03585027382395284,-0.030225660312055563,0.08162416096772943,0.23399982317814186,0.05733150729806062,0.08074170099726867,0.28647045955490597
F2-like,0.052372938680556015,0.02098264345982412,0.08710484396920042,0.4857781211662332,0.2034481107190356,0.20160196464889563,-0.2130750894357907,-0.061257075129798395,0.10683725740577456,-0.05590700448777805,-0.27925287533002513,0.21840360672435413,-0.08618923954325317
F2-don't,0.03522994257329087,-0.273343481770015,-0.3350277520924555,-0.005259204317096027,0.1134821101624643,-0.11327857758891048,-0.1727234315850802,0.38249582591336384,0.10828313862126526,0.29387030005360176,-0.010415758702238485,0.280119302521732,0.15455683966285896
